gamma_build,wwr_N,wwr_E,wwr_S,wwr_W,veg_cover_S,veg_cover_W,jJ_SU,SHGC,VT,d_oh,h_fin,E_dir_in_th,alpha_summer,alpha_winter,m_mass,R_rob,C_u,g_ase,g_ld,g_fin
86.16821471306466,0.6999021905891618,0.6658905950103193,0.6801796579403043,0.47844791501482803,0.7266773745663514,0.5005866777210137,1,0.4325461934803774,0.7985233225224787,0.005808877816772941,0.0022876536888023907,675.0441758207587,17.576593676530358,38.061915759675266,2.916355438601027,90.34270302531691,212.46591078783985,-250.0,3420.0,-4.292811277136142
86.16821471306466,0.6999021903455167,0.6658905950103193,0.6801682911964365,0.47844791501482803,0.7790813328785308,0.500580143954695,1,0.4325461934803774,0.7985233225224787,0.005808877816772941,0.0022876536888023907,675.0410370432633,17.576593676530358,38.1448988113237,2.735929839327576,89.59689127596495,209.90668335856518,-250.0,3423.0,-4.423227450485979
86.16821471306466,0.699902515935004,0.6658905950103193,0.6798085348900981,0.47844791501482803,0.7266773745663514,0.4978491559151009,1,0.48869617236255747,0.7984674533672161,0.005808877816772941,0.02456320476259971,675.7765198503923,17.576593676530358,38.14544788600847,2.717147979810394,86.92889094078852,203.58333524185764,-250.0,3429.0,-4.696579083718696
86.17784722249827,0.6999025173527116,0.6658905950103193,0.6798085348900981,0.47844791501482803,0.7789633674607879,0.4978491559151009,1,0.48863772042170245,0.7984902856389051,0.005216267156495274,0.02456320476259971,675.7765198503923,17.560617984324594,38.14544788600847,2.7405868936136883,87.4082088150837,204.29155523430586,-250.0,3429.0,-4.666351427619384
86.16821471306466,0.6999522924738925,0.6658905950103193,0.6798085348900981,0.47844791501482803,0.7266501682868421,0.4978491559151009,1,0.48869617236255747,0.7982349442302802,0.005808877816772941,0.024840422719519573,675.7765198503923,17.599296358089045,38.14544788600847,2.7401059966203407,88.88966070764255,204.88533363800371,-250.0,3429.0,-4.676517927375488
86.17784722249827,0.6999025173527116,0.6658905950103193,0.6798085348900981,0.489408369145288,0.7681458114363824,0.37439710237145984,1,0.48863772042170245,0.7984902856389051,0.0052170481005229105,0.02456372550979705,676.645924818323,16.838213580348864,38.14544788600847,2.73807843469951,88.04206595635331,204.2171405222605,-250.0,3429.0,-4.676877749673537
140.32946393812293,0.6999962799846317,0.6226857888485987,0.6947966255549626,0.4903375287680788,0.7303758611116814,0.3874882541588882,1,0.49384482209901454,0.798174536001586,0.018200545242748483,0.016948509329451685,676.1235235715906,16.816513933075587,40.36620231907005,2.7005056290182945,89.03910245753997,203.15912344721065,-250.0,3429.0,-4.749245591330221
86.16821471306466,0.6999021905891618,0.6658905950103193,0.6798085348900981,0.47844791501482803,0.7266773745663514,0.4978491559151009,1,0.4325461934803774,0.7984674533672161,0.005808877816772941,0.02456320476259971,675.7765198503923,17.576593676530358,38.14544788600847,2.717147979810394,88.87703776840759,208.02091754594892,-250.0,3429.0,-4.432591630864006
86.17784722249827,0.6999025175963567,0.6837688966709182,0.6798199016339658,0.47844791501482803,0.7265594091486076,0.4978556896814197,1,0.48863772042170245,0.7984902856389051,0.005216267156495274,0.02456320476259971,675.7796586278878,17.560617984324594,38.06246483436003,2.9210122601263975,87.44307620701636,208.7194400216252,-250.0,3429.0,-4.492225445269993
86.17784722249827,0.6999072341118044,0.6370412812628224,0.6798085348900981,0.4903371278399224,0.7270987862405491,0.4978491559151009,1,0.4886552672324149,0.7999710713895601,0.005206419079645919,0.024540558101927526,673.8216640718288,17.84365724991415,38.14544788600847,2.7405894962734267,89.681748088457,203.44454859888404,-250.0,3432.0,-4.751651394058775
84.382203301832,0.6998290819721862,0.6254189980384525,0.6895401197987243,0.4900728299408976,0.7634587914343915,0.4953377374417437,1,0.4450692310063057,0.7980061780240699,0.008601110782007967,0.001907823397966078,750.0651016582053,18.425390103073504,33.975029738972914,2.907516991452799,87.53303210013176,211.33787903266705,-250.0,3432.0,-4.372966758484608
86.17784722249827,0.6999975475916844,0.623785099147703,0.6945650437736152,0.4903371278399224,0.7789633674607879,0.4978491559151009,1,0.4737946311259141,0.7981217021378737,0.005206874215021384,0.017115075970577195,673.8216640718288,17.560617984324594,38.14544788600847,2.744029225195619,91.54402611472494,206.20773173205296,-250.0,3432.0,-4.578403108385761
84.026776730635,0.6998433062284678,0.6254189980384525,0.6733471183096141,0.4842931900420616,0.7634143609807725,0.34359688257650295,1,0.4450692310063057,0.7981756337145827,0.00808551118578765,0.001907823397966078,750.0651016582053,18.39060910692127,36.56982895670569,2.9092258976317797,88.9572799594671,208.87800054645157,-250.0,3432.0,-4.456995461722123
84.026776730635,0.699829081282233,0.6253752657172851,0.673330147822388,0.48447189652560985,0.7634587914343915,0.8366652592262978,1,0.4450692310063057,0.7980525757234396,0.017331688119559433,0.001907823397966078,754.2541668651577,15.624862471037908,34.05479548803085,2.7603743921260535,86.85958703554569,207.03100729935178,-250.0,3435.0,-4.501432779645042
84.026776730635,0.699829081282233,0.6254189980384525,0.673330147822388,0.4842931900420616,0.7634587914343915,0.34359688257650295,1,0.4450692310063057,0.7980816167117897,0.008066069821736452,0.001907823397966078,750.0651016582053,18.39060910692127,33.93823561743796,2.9087006991016646,89.76765594650458,209.1240867725256,-250.0,3435.0,-4.475520714680515
84.026776730635,0.699829081282233,0.6252076688397763,0.673330147822388,0.4842829875846799,0.7634587914343915,0.38557374448869036,1,0.4450692310063057,0.7980816167117897,0.007974556294895536,0.001907823397966078,754.2541668651577,15.715973566055405,34.057781207020405,2.9087006991016646,89.43781916977635,210.16313029041592,-250.0,3435.0,-4.44725627621249
84.026776730635,0.699829081282233,0.6252076688397763,0.673330147822388,0.4842829875846799,0.7634587914343915,0.38557374448869036,1,0.4450692310063057,0.7980816167117897,0.007974556294895536,0.001907823397966078,754.2541668651577,20.68526000138131,34.057781207020405,2.9087006991016646,89.43781916977635,210.16313029041592,-250.0,3435.0,-4.44725627621249
84.27274162368886,0.6999983934363662,0.5964047502850486,0.6893609599000924,0.490082733210337,0.7798462275527978,0.3844250416713499,1,0.4450692310063057,0.7980059455553117,0.005792303346549101,0.001907823397966078,749.8562968482894,18.492692834080906,33.975029738972914,2.5735157458571716,93.54433108278839,203.9001560125077,-250.0,3435.0,-4.692320124632675
84.026776730635,0.699829081282233,0.6252076688397763,0.673330147822388,0.4842829875846799,0.7634587914343915,0.38557374448869036,1,0.4450692310063057,0.7980816167117897,0.007974556294895536,0.001907823397966078,754.2541668651577,15.715973566055405,34.057781207020405,2.9087006991016646,89.43781916977635,210.16313029041592,-250.0,3435.0,-4.44725627621249
84.18850024069393,0.6999025173527116,0.6658905950103193,0.677026114314702,0.489408369145288,0.7681458114363824,0.37439710237145984,1,0.4886503935038353,0.7984916107961323,0.0052170481005229105,0.024414418510545523,676.645924818323,16.838213580348864,38.14544788600847,2.73807843469951,90.32667586813241,204.51394058493725,-250.0,3435.0,-4.678903087673587
86.12514390944504,0.6999095475976879,0.6218013750334204,0.6798085348900981,0.4903371278399224,0.7270241150192686,0.817876360175513,1,0.4886552672324149,0.7999710713895601,0.005012808755830076,0.024540558101927526,673.8216640718288,17.84365724991415,38.153626229448655,0.944567311985192,99.65047581343056,169.81834531015878,-250.0,3438.0,-6.2076957884817485
86.12491153638325,0.6999659208186769,0.5940409660539424,0.694728393496829,0.4909721542317775,0.7277650534778143,0.3597856180634599,1,0.5159619651915749,0.798238858625292,0.005002106585870527,0.024747472729395908,675.356797971332,17.590566066370105,38.3928749632002,2.7324303125909775,87.53178019747936,199.5744881455008,-250.0,3438.0,-4.874582106608598
86.17784722249827,0.6999953433415395,0.6081528871014034,0.6947966255549626,0.4903375287680788,0.7277650534778143,0.34362383048915623,1,0.49395947711487803,0.798174536001586,0.018200545242748483,0.016948509329451685,675.356797971332,17.43018583983123,38.13986362062204,2.7005056290182945,91.0272235095024,201.4609969618091,-250.0,3438.0,-4.799894141768827
86.1248737436378,0.6999659208186769,0.59379184622729,0.6944182650943925,0.4909721542317775,0.7277650534778143,0.3597856180634599,1,0.4892749699343833,0.798238858625292,0.005006093258188702,0.02474702929034905,675.360865952844,17.590566066370105,38.391610446079014,2.732498104368878,89.03528200142017,201.96712132485376,-250.0,3438.0,-4.752807360548642
84.16740134911427,0.6994140139237415,0.6238533934343717,0.6771229310500622,0.4900047395368091,0.7284582483142144,0.3892808436767461,1,0.43363087434932834,0.7999685573041005,0.008548588371576333,0.024621999092804384,628.2821044568637,17.72252698379556,33.959630610329114,2.905702195763825,90.64719970388789,211.09962833701985,-250.0,3438.0,-4.3751312822315995
84.50499675211604,0.6999237966524151,0.6221098671950949,0.6798085348900981,0.4903371278399224,0.7270987862405491,0.5206538195387264,1,0.4886552672324149,0.799544019466983,0.008436299553449643,0.024423269140242534,673.9004473085421,26.447772986371582,38.14526972303667,2.7405894962734267,89.44993557116909,203.85034873511555,-250.0,3438.0,-4.698648689942734
