time,T_out,T_in,Q_solar_W,Cooling_Load_W,Heating_Load_W,Illuminance_in_lux,Occupied,DGP
2018-01-01 00:00:00+08:00,16.8,22.0,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-01 01:00:00+08:00,16.8,17.0,0.0,0.0,35640.0,0.0,0,0.18044625647846568
2018-01-01 02:00:00+08:00,16.8,22.0,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-01 03:00:00+08:00,16.9,17.0,0.0,0.0,35640.0,0.0,0,0.18044625647846568
2018-01-01 04:00:00+08:00,16.9,22.0,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-01 05:00:00+08:00,17.0,17.0,0.0,0.0,35640.0,0.0,0,0.18044625647846568
2018-01-01 06:00:00+08:00,14.8,22.0,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-01 07:00:00+08:00,16.3,17.0,0.0,0.0,35640.0,0.0,0,0.18044625647846568
2018-01-01 08:00:00+08:00,16.9,22.0,114900.8618213364,0.0,0.0,452.7349935157863,1,0.22684765520072592
2018-01-01 09:00:00+08:00,17.7,19.18965643393855,166782.93359677464,0.0,9626.881564810044,631.559633987311,1,0.2387752048721873
2018-01-01 10:00:00+08:00,18.6,24.18965643393855,193613.90590475503,2253.118435189956,0.0,688.3677100532287,1,0.24248644809702133
2018-01-01 11:00:00+08:00,19.4,19.45686128399988,205496.51462598794,0.0,6452.48794608141,658.1172601970137,1,0.2405139118511009
2018-01-01 12:00:00+08:00,19.8,24.45686128399988,196336.2729752877,5427.51205391859,0.0,569.0509435229018,1,0.2346537959774044
2018-01-01 13:00:00+08:00,20.1,29.347967969937965,161696.84499319142,63533.85948286302,0.0,439.31935169819695,1,0.2259328364256368
2018-01-01 14:00:00+08:00,20.5,24.347967969937965,100929.15936968173,4133.859482863027,0.0,280.1005357553803,1,0.2147197940999337
2018-01-01 15:00:00+08:00,20.3,29.347967969937965,58287.23824242107,63533.85948286302,0.0,188.96774635311036,1,0.2077957004889531
2018-01-01 16:00:00+08:00,20.2,24.347967969937965,51447.53216050537,4133.859482863027,0.0,175.98531058647356,1,0.20675456832114625
2018-01-01 17:00:00+08:00,20.0,29.347967969937965,4115.521303911223,63533.85948286302,0.0,9.850207731018365,1,0.18708848427023678
2018-01-01 18:00:00+08:00,19.3,24.347967969937965,1287.618324167176,4133.859482863027,0.0,5.03784021451407,1,0.18486349403265248
