time,T_out,T_in,Q_solar_W,Cooling_Load_W,Heating_Load_W,Illuminance_in_lux,Occupied,DGP
2018-01-01 00:00:00+08:00,15.8,22.0,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-01 01:00:00+08:00,15.8,17.0,0.0,0.0,35640.0,0.0,0,0.18044625647846568
2018-01-01 02:00:00+08:00,15.8,22.0,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-01 03:00:00+08:00,15.9,17.0,0.0,0.0,35640.0,0.0,0,0.18044625647846568
2018-01-01 04:00:00+08:00,15.9,22.0,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-01 05:00:00+08:00,16.0,17.0,0.0,0.0,35640.0,0.0,0,0.18044625647846568
2018-01-01 06:00:00+08:00,13.8,22.0,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-01 07:00:00+08:00,15.3,17.0,0.0,0.0,35640.0,0.0,0,0.18044625647846568
2018-01-01 08:00:00+08:00,15.9,22.0,113770.13576995139,0.0,0.0,448.2368979457811,1,0.22654131772970415
2018-01-01 09:00:00+08:00,16.7,17.0,165164.4203878051,0.0,35640.0,625.4084027727434,1,0.23837150049995232
2018-01-01 10:00:00+08:00,17.6,22.0,191570.2990086633,0.0,0.0,681.0242206543186,1,0.24200834297937
2018-01-01 11:00:00+08:00,18.4,27.0,203491.6097783137,35640.0,0.0,651.6317363041873,1,0.24008993248299376
2018-01-01 12:00:00+08:00,18.8,22.0,194399.00621563467,0.0,0.0,563.4491449692317,1,0.23428225452163348
2018-01-01 13:00:00+08:00,19.1,27.0,160054.42531732976,35640.0,0.0,434.84713726860787,1,0.22562708165969753
2018-01-01 14:00:00+08:00,19.5,22.0,99952.00458087992,0.0,0.0,277.50110361176183,1,0.2145292843947046
2018-01-01 15:00:00+08:00,19.3,27.0,57633.60806928909,35640.0,0.0,186.8151573758085,1,0.20762430751439653
2018-01-01 16:00:00+08:00,19.2,22.0,51007.459735045,0.0,0.0,174.49143462487777,1,0.2066335700214908
2018-01-01 17:00:00+08:00,19.0,27.0,4015.1427355231453,35640.0,0.0,9.609958761969134,1,0.18700055689749479
2018-01-01 18:00:00+08:00,18.3,22.0,1287.618324167176,0.0,0.0,5.03784021451407,1,0.18486349403265248
2018-01-01 19:00:00+08:00,17.7,27.0,0.0,35640.0,0.0,0.0,1,0.18044625647846568
2018-01-01 20:00:00+08:00,17.0,22.0,0.0,0.0,0.0,0.0,1,0.18044625647846568
2018-01-01 21:00:00+08:00,16.6,27.0,0.0,35640.0,0.0,0.0,1,0.18044625647846568
2018-01-01 22:00:00+08:00,16.2,22.0,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-01 23:00:00+08:00,15.8,22.5591231289479,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-02 00:00:00+08:00,16.0,17.5591231289479,0.0,0.0,28997.61722809896,0.0,0,0.18044625647846568
2018-01-02 01:00:00+08:00,16.3,22.5591231289479,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-02 02:00:00+08:00,16.5,17.5591231289479,0.0,0.0,28997.61722809896,0.0,0,0.18044625647846568
2018-01-02 03:00:00+08:00,16.6,22.5591231289479,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-02 04:00:00+08:00,16.7,17.5591231289479,0.0,0.0,28997.61722809896,0.0,0,0.18044625647846568
2018-01-02 05:00:00+08:00,16.8,22.5591231289479,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-02 06:00:00+08:00,16.6,17.5591231289479,0.0,0.0,28997.61722809896,0.0,0,0.18044625647846568
2018-01-02 07:00:00+08:00,16.5,22.5591231289479,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-02 08:00:00+08:00,16.8,17.5591231289479,55743.01065526173,0.0,28997.61722809896,214.61004793134822,1,0.20980413658371294
2018-01-02 09:00:00+08:00,18.1,22.5591231289479,104317.68360454797,0.0,0.0,385.24510625727953,1,0.22220648614898536
2018-01-02 10:00:00+08:00,19.5,23.115498706425615,142090.61806963093,0.0,0.0,494.770398350135,1,0.22969281637212868
2018-01-02 11:00:00+08:00,20.8,28.115498706425615,175665.76345795058,48892.12463233631,0.0,555.6602616974417,1,0.23376500203552536
2018-01-02 12:00:00+08:00,21.5,23.115498706425615,171636.69860353763,0.0,0.0,491.38876967442883,1,0.229465041193779
2018-01-02 13:00:00+08:00,22.1,28.115498706425615,125018.38106363002,48892.12463233631,0.0,330.8161625321668,1,0.21837878114537876
2018-01-02 14:00:00+08:00,22.8,23.115498706425615,79384.76418684308,0.0,0.0,213.1691717007844,1,0.2096927757639827
2018-01-02 15:00:00+08:00,22.3,28.115498706425615,49462.06397633586,48892.12463233631,0.0,157.03634787041486,1,0.20519919912516005
2018-01-02 16:00:00+08:00,21.8,23.115498706425615,37522.09870869729,0.0,0.0,123.96192265457277,1,0.20235199427833006
2018-01-02 17:00:00+08:00,21.3,28.115498706425615,4513.7421587297,48892.12463233631,0.0,10.783408135027912,1,0.18741540602430695
2018-01-02 18:00:00+08:00,20.8,23.115498706425615,1288.0895008368018,0.0,0.0,5.040120354305195,1,0.18486489587744284
2018-01-02 19:00:00+08:00,20.4,28.115498706425615,0.0,48892.12463233631,0.0,0.0,1,0.18044625647846568
2018-01-02 20:00:00+08:00,19.9,23.115498706425615,0.0,0.0,0.0,0.0,1,0.18044625647846568
2018-01-02 21:00:00+08:00,19.6,28.115498706425615,0.0,48892.12463233631,0.0,0.0,1,0.18044625647846568
2018-01-02 22:00:00+08:00,19.2,23.115498706425615,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-02 23:00:00+08:00,18.9,27.847970997605778,0.0,45713.89545155664,0.0,0.0,0,0.18044625647846568
2018-01-03 00:00:00+08:00,18.9,22.847970997605778,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-03 01:00:00+08:00,18.8,27.847970997605778,0.0,45713.89545155664,0.0,0.0,0,0.18044625647846568
2018-01-03 02:00:00+08:00,18.8,22.847970997605778,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-03 03:00:00+08:00,18.5,27.847970997605778,0.0,45713.89545155664,0.0,0.0,0,0.18044625647846568
2018-01-03 04:00:00+08:00,18.3,22.847970997605778,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-03 05:00:00+08:00,18.0,26.149665450713123,0.0,25538.025554471897,0.0,0.0,0,0.18044625647846568
2018-01-03 06:00:00+08:00,18.3,21.149665450713123,0.0,0.0,0.0,0.0,0,0.18044625647846568
2018-01-03 07:00:00+08:00,18.7,26.149665450713123,0.0,25538.025554471897,0.0,0.0,0,0.18044625647846568
2018-01-03 08:00:00+08:00,18.0,21.149665450713123,52165.70394596872,0.0,0.0,199.36039342118613,1,0.20861680197302226
2018-01-03 09:00:00+08:00,19.8,26.149665450713123,87080.99905773591,25538.025554471897,0.0,318.2043413311067,1,0.21747831088631442
2018-01-03 10:00:00+08:00,21.5,21.149665450713123,113529.8176357505,0.0,0.0,386.43564654445606,1,0.22228927288267858
2018-01-03 11:00:00+08:00,23.3,26.149665450713123,130961.66132562695,25538.025554471897,0.0,397.4264157862569,1,0.22305185007614842
2018-01-03 12:00:00+08:00,24.5,31.149665450713123,135728.10009994812,84938.0255544719,0.0,373.969407852518,1,0.22142056307686814
2018-01-03 13:00:00+08:00,25.6,26.149665450713123,127683.95182503253,25538.025554471897,0.0,335.05434291426513,1,0.21868012999841674
2018-01-03 14:00:00+08:00,26.8,31.149665450713123,96186.41804995242,84938.0255544719,0.0,263.7946753650543,1,0.21351921725981934
2018-01-03 15:00:00+08:00,26.0,26.149665450713123,67380.09304480659,25538.025554471897,0.0,220.03150993901735,1,0.2102216945028592
2018-01-03 16:00:00+08:00,25.1,31.149665450713123,63105.58116940775,84938.0255544719,0.0,216.74100902003457,1,0.20996853239821514
2018-01-03 17:00:00+08:00,24.3,26.149665450713123,5012.0575980429,25538.025554471897,0.0,11.951341891386846,1,0.18779605986418713
2018-01-03 18:00:00+08:00,23.0,31.149665450713123,1771.8855292796864,84938.0255544719,0.0,6.933856227125317,1,0.18588423007452776
2018-01-03 19:00:00+08:00,21.8,26.149665450713123,0.0,25538.025554471897,0.0,0.0,1,0.18044625647846568
2018-01-03 20:00:00+08:00,20.5,31.149665450713123,0.0,84938.0255544719,0.0,0.0,1,0.18044625647846568
2018-01-03 21:00:00+08:00,19.8,26.149665450713123,0.0,25538.025554471897,0.0,0.0,1,0.18044625647846568
2018-01-03 22:00:00+08:00,19.1,31.149665450713123,0.0,84938.0255544719,0.0,0.0,0,0.18044625647846568
2018-01-03 23:00:00+08:00,18.4,26.149665450713123,0.0,25538.025554471897,0.0,0.0,0,0.18044625647846568
2018-01-04 00:00:00+08:00,18.6,21.149665450713123,0.0,0.0,0.0,0.0,0,0.18044625647846568
